target_times_s,target_times_f,response_times_s,response_times_f,resonse_diff_f
0.5333333333333333,64,0.7820150852203369,94,-30
0.13333333333333333,16,0.13230204582214355,16,0
2.1333333333333333,256,1.5906100273132324,191,65
1.0666666666666667,128,1.3656220436096191,164,-36
4.266666666666667,512,3.0738229751586914,369,143
0.5333333333333333,64,0.7738070487976074,93,-29
0.26666666666666666,32,0.6654939651489258,80,-48
1.0666666666666667,128,1.223966121673584,147,-19
0.5333333333333333,64,0.6905009746551514,83,-19
0.13333333333333333,16,0.2323148250579834,28,-12
1.0666666666666667,128,0.9322810173034668,112,16
4.266666666666667,512,2.498828887939453,300,212
0.13333333333333333,16,0.19029498100280762,23,-7
0.5333333333333333,64,0.3571910858154297,43,21
4.266666666666667,512,3.857139825820923,463,49
2.1333333333333333,256,1.9239890575408936,231,25
4.266666666666667,512,3.4404101371765137,413,99
4.266666666666667,512,3.248922109603882,390,122
0.5333333333333333,64,0.6072208881378174,73,-9
4.266666666666667,512,2.790699005126953,335,177
0.5333333333333333,64,0.7156109809875488,86,-22
2.1333333333333333,256,2.1489109992980957,258,-2
0.5333333333333333,64,0.4404940605163574,53,11
0.5333333333333333,64,0.33228087425231934,40,24
0.5333333333333333,64,1.1072938442230225,133,-69
0.26666666666666666,32,0.2906150817871094,35,-3
1.0666666666666667,128,0.6073198318481445,73,55
2.1333333333333333,256,1.4488859176635742,174,82
0.13333333333333333,16,0.35709214210510254,43,-27
1.0666666666666667,128,1.240556001663208,149,-21
1.0666666666666667,128,1.4656240940093994,176,-48
0.26666666666666666,32,0.2823300361633301,34,-2
2.1333333333333333,256,1.173997163772583,141,115
2.1333333333333333,256,2.2655560970306396,272,-16
0.26666666666666666,32,0.22405695915222168,27,5
0.13333333333333333,16,0.09055304527282715,11,5
0.13333333333333333,16,0.17392992973327637,21,-5
0.26666666666666666,32,0.1989428997039795,24,8
2.1333333333333333,256,1.640704870223999,197,59
2.1333333333333333,256,1.6739401817321777,201,55
0.26666666666666666,32,0.5989739894866943,72,-40
4.266666666666667,512,2.7656140327453613,332,180
2.1333333333333333,256,2.1989219188690186,264,-8
0.26666666666666666,32,0.3238949775695801,39,-7
0.26666666666666666,32,0.19064784049987793,23,9
0.13333333333333333,16,0.14063191413879395,17,-1
0.13333333333333333,16,0.1656038761138916,20,-4
1.0666666666666667,128,1.2655370235443115,152,-24
1.0666666666666667,128,1.0823450088500977,130,-2
0.13333333333333333,16,0.16564083099365234,20,-4
1.0666666666666667,128,1.1322550773620605,136,-8
1.0666666666666667,128,0.865664005279541,104,24
0.13333333333333333,16,0.24892210960388184,30,-14
4.266666666666667,512,2.8072519302368164,337,175
0.5333333333333333,64,0.7074098587036133,85,-21
4.266666666666667,512,2.4404590129852295,293,219
0.26666666666666666,32,0.665686845779419,80,-48
0.26666666666666666,32,0.46561694145202637,56,-24
4.266666666666667,512,2.8819689750671387,346,166
2.1333333333333333,256,2.3239829540252686,279,-23
