target_times_s,target_times_f,response_times_s,response_times_f,resonse_diff_f
0.5333333333333333,64,0.798508882522583,96,-32
0.13333333333333333,16,0.557142972946167,67,-51
1.0666666666666667,128,1.0487029552459717,126,2
0.26666666666666666,32,0.21537995338439941,26,6
0.13333333333333333,16,0.17377805709838867,21,-5
0.13333333333333333,16,0.11535906791687012,14,2
0.5333333333333333,64,0.48239588737487793,58,6
4.266666666666667,512,2.407136917114258,289,223
1.0666666666666667,128,0.9572031497955322,115,13
4.266666666666667,512,2.8989689350128174,348,164
0.26666666666666666,32,0.2738509178161621,33,-1
0.13333333333333333,16,0.1820659637451172,22,-6
0.26666666666666666,32,0.1987309455871582,24,8
0.5333333333333333,64,0.44895410537719727,54,10
0.26666666666666666,32,0.165571928024292,20,12
0.13333333333333333,16,0.18220996856689453,22,-6
2.1333333333333333,256,1.6154189109802246,194,62
4.266666666666667,512,3.2324769496917725,388,124
2.1333333333333333,256,1.2071480751037598,145,111
2.1333333333333333,256,1.9238810539245605,231,25
0.13333333333333333,16,0.21553802490234375,26,-10
0.5333333333333333,64,0.5738110542297363,69,-5
1.0666666666666667,128,0.8236122131347656,99,29
0.5333333333333333,64,0.6070520877838135,73,-9
0.26666666666666666,32,0.27378106117248535,33,-1
4.266666666666667,512,3.498671054840088,420,92
2.1333333333333333,256,1.7154619693756104,206,50
0.13333333333333333,16,0.18223118782043457,22,-6
2.1333333333333333,256,1.9489209651947021,234,22
0.5333333333333333,64,0.31560778617858887,38,26
2.1333333333333333,256,1.8406732082366943,221,35
0.13333333333333333,16,0.3655378818511963,44,-28
0.5333333333333333,64,0.6987388134002686,84,-20
0.13333333333333333,16,0.8404769897460938,101,-85
0.26666666666666666,32,0.47382402420043945,57,-25
0.26666666666666666,32,0.2987060546875,36,-4
4.266666666666667,512,3.5988080501556396,432,80
2.1333333333333333,256,2.323777914047241,279,-23
4.266666666666667,512,3.9321930408477783,472,40
1.0666666666666667,128,1.5488841533660889,186,-58
2.1333333333333333,256,1.74888014793396,210,46
1.0666666666666667,128,0.6822178363800049,82,46
1.0666666666666667,128,0.6905279159545898,83,45
4.266666666666667,512,2.9905741214752197,359,153
1.0666666666666667,128,1.0738229751586914,129,-1
0.5333333333333333,64,0.6155850887298584,74,-10
0.26666666666666666,32,0.35724401473999023,43,-11
1.0666666666666667,128,0.9737868309020996,117,11
0.5333333333333333,64,0.8821601867675781,106,-42
0.13333333333333333,16,0.2821929454803467,34,-18
4.266666666666667,512,3.2823679447174072,394,118
1.0666666666666667,128,0.8153440952301025,98,30
0.26666666666666666,32,0.3071160316467285,37,-5
4.266666666666667,512,3.498924970626831,420,92
0.26666666666666666,32,0.5322649478912354,64,-32
4.266666666666667,512,3.4406449794769287,413,99
1.0666666666666667,128,1.3239059448242188,159,-31
0.5333333333333333,64,0.7323019504547119,88,-24
2.1333333333333333,256,1.7489018440246582,210,46
2.1333333333333333,256,2.7488269805908203,330,-74
