target_times_s,target_times_f,response_times_s,response_times_f,resonse_diff_f
0.5333333333333333,64,0.6489179134368896,78,-14
2.1333333333333333,256,2.0822839736938477,250,6
4.266666666666667,512,2.8072330951690674,337,175
2.1333333333333333,256,1.2322251796722412,148,108
0.13333333333333333,16,0.19891691207885742,24,-8
4.266666666666667,512,2.7571749687194824,331,181
1.0666666666666667,128,1.0404789447784424,125,3
0.26666666666666666,32,0.6238868236541748,75,-43
0.5333333333333333,64,0.5905449390411377,71,-7
0.13333333333333333,16,0.11560297012329102,14,2
1.0666666666666667,128,1.4403939247131348,173,-45
2.1333333333333333,256,1.6072230339050293,193,63
2.1333333333333333,256,1.5073120594024658,181,75
0.26666666666666666,32,0.19066214561462402,23,9
0.13333333333333333,16,0.032479047775268555,4,12
0.26666666666666666,32,0.30718493461608887,37,-5
4.266666666666667,512,2.23225998878479,268,244
1.0666666666666667,128,1.2988519668579102,156,-28
0.13333333333333333,16,0.4655029773712158,56,-40
2.1333333333333333,256,1.5905239582061768,191,65
0.5333333333333333,64,0.5989341735839844,72,-8
0.13333333333333333,16,0.19060111045837402,23,-7
1.0666666666666667,128,1.0571620464324951,127,1
1.0666666666666667,128,1.173879861831665,141,-13
2.1333333333333333,256,1.2740869522094727,153,103
2.1333333333333333,256,1.3906550407409668,167,89
0.26666666666666666,32,0.35734009742736816,43,-11
0.26666666666666666,32,0.7323369979858398,88,-56
0.13333333333333333,16,0.22389698028564453,27,-11
0.13333333333333333,16,0.17395496368408203,21,-5
4.266666666666667,512,2.5072600841522217,301,211
4.266666666666667,512,2.19057297706604,263,249
4.266666666666667,512,4.815623998641968,578,-66
0.5333333333333333,64,0.9321808815002441,112,-48
1.0666666666666667,128,0.7740130424499512,93,35
0.26666666666666666,32,0.23229193687438965,28,4
0.26666666666666666,32,0.32393908500671387,39,-7
0.5333333333333333,64,0.7073619365692139,85,-21
0.13333333333333333,16,0.11553192138671875,14,2
2.1333333333333333,256,2.098996877670288,252,4
0.13333333333333333,16,0.20717310905456543,25,-9
1.0666666666666667,128,1.232278823852539,148,-20
1.0666666666666667,128,1.3739190101623535,165,-37
2.1333333333333333,256,1.1572120189666748,139,117
0.13333333333333333,16,0.24895501136779785,30,-14
0.5333333333333333,64,0.8155269622802734,98,-34
0.26666666666666666,32,1.0406310558319092,125,-93
0.26666666666666666,32,0.6155960559844971,74,-42
0.5333333333333333,64,0.9655990600585938,116,-52
4.266666666666667,512,2.9238860607147217,351,161
4.266666666666667,512,2.999016046524048,360,152
1.0666666666666667,128,1.1905770301818848,143,-15
1.0666666666666667,128,1.2823247909545898,154,-26
0.26666666666666666,32,0.34060096740722656,41,-9
0.5333333333333333,64,0.7072179317474365,85,-21
4.266666666666667,512,2.2322099208831787,268,244
2.1333333333333333,256,1.4656181335449219,176,80
4.266666666666667,512,3.590682029724121,431,81
0.5333333333333333,64,2.62390398979187,315,-251
0.5333333333333333,64,1.3989019393920898,168,-104
